unique ID,Project name,Place name[1],Place name[2],Place name[3],project_name_flag
13945,AusCom headquarters and manufacturing facility.,AusCom headquarters and manufacturing facility,,,0
13946,Rockdale State Bank. Drive in facility.,Rockdale State Bank,,,0
13947,Tower Shopping Center. Highland Professional Building.,Tower Shopping Center.Highland ProfessionalBuilding.,Highland ProfessionalBuilding,Tower Shopping Center,0
13948,Commercial National Bank. Drive-in.,Commercial National Bank,,,0
13949,Fargo Energy Corp. Corporate offices.,Fargo Energy Corp,,,0
13950,State of Texas Supreme Court Buildng. Addition.,State of Texas Supreme Court Buildng,,,0
13951,Kimball residence.,Kimball residence,,,0
13952,Meredith residence.,Meredith residence,,,0
13953,House Beautiful Building Manual.,House Beautiful Building Manual,,,0
13954,Unidentified housing projects [apartments].,Unidentified housing projects [apartments],,,0
