unique ID,coll code,Collection,Project name,Project number,Street address,City,County,State/Province,Country,FAST Geographic,Primary archt/firm,Collaborators:,Client,Contributor notes,Notes,Number of items,AAA box #,AAA folder #,AAA roll #,Date on drawings,Date normalized,Media,Material types:,Set type,Processor,Processing completion date,Entry date:,Rev. date:,Pres. notes:,treatment completed A,treatment completed B,treatment completed C,treatment completed D,treatment completed E,Accession #,Holding institution:,Media[1],Media[2],Media[3],Media[4],Media[5],Media[6],Media_src[1],Media_src[2],Media_src[3],Media_src[4],Media_src[5],Media_src[6],Media[1][flag],Media[2][flag],Media[3][flag],Media[4][flag],Media[5][flag],Media[6][flag]
13701,FG,Fehr and Granger collection,Saint James Catholic Church. Addition. Classroom.,377 ,,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,"Hubertus, Bruno J. (Reverend)",,Original tube number: 377 WD. Date: July 1949.,,,,FGr050,1949,1949,,"drawings
specifications","architectural/measured
mechanical/plumbing/HVAC
electrical",rh,,Mon Jun 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13702,FG,Fehr and Granger collection,San Marcos Telephone Co. office and plant building.,568,Guadalupe Street at Comal Street,San Marcos,Hays,Texas,United States,Texas--San Marcos,Fehr and Granger,,San Marcos Telephone Co.,,"Original tube number: 568 WD. Date: March 14 and April 26, 1955.",,,,FGr051,1955,1955,sepias (use barrier sheets),"drawings
specifications","architectural/measured
mechanical/plumbing/HVAC
electrical
structural
site/landscape ",rh,,Mon Jun 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13703,FG,Fehr and Granger collection,Cuero Independent School District. Daule School. Addition.,648,,Cuero,DeWitt,Texas,United States,Texas--Cuero,Fehr and Granger,,Cuero Independent School District,,"Original tube number: 648 WD. Date: February 25, 1957.",,,FGf052 dr.19B,,1957,1957,sepias (use barrier sheets),"drawings
specifications","architectural/measured
mechanical/plumbing/HVAC
electrical
site/landscape ",rh,,Mon Jun 18 00:00:00 CDT 2007,Tue Dec 10 00:00:00 CST 2019,"E fasteners/rehouse
D humid./flatten",,,,y,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13704,FG,Fehr and Granger collection,Gellman’s store. Renovation.,714,,San Marcos,Hays,Texas,United States,Texas--San Marcos,Fehr and Granger,,Gellman’s,,"Original tube number: 714 WD. Date: July 17, August 14, and September 21, 1959.",,,,FGr053,1959,1959,"sepias (use barrier sheets)
trace paper",drawings,"architectural/measured
mechanical/plumbing/HVAC
electrical",rh,,Mon Jun 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,tracing paper,,,,,aat,aat,,,,,0,0,,,,
13705,FG,Fehr and Granger collection,Wilshire Shopping Center.,669,Midland Drive at West Illinois at Dewberry Drive,Midland,Midland,Texas,United States,Texas--Midland,Fehr and Granger,,"Devlan, Inc. Developers",,"Original tube number: 669 WD. Date: May 7, 1964.  Includes presentation drawing with adhesives.",,,,FGr055.1; FGr055.2,1964,1964,"trace paper
sepias (use barrier sheets)","drawings
specifications","architectural/measured
mechanical/plumbing/HVAC
electrical
site/landscape 
structural
presentation",rh,,Mon Jun 25 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,tracing paper,sepia prints,,,,,aat,aat,,,,,0,0,,,,
13706,FG,Fehr and Granger collection,Cuero Independent School District. Cuero High School.,614,Park Heights Drive at US Highway 87,Cuero,DeWitt,Texas,United States,Texas--Cuero,Fehr and Granger,,Cuero Independent School District,,"Original tube number: 614 WD. Date: July 15, 1957. Three renderings in flat file.",,,FGf056 dr.19B,,1957,1957,sepias (use barrier sheets),drawings,"architectural/measured
structural
site/landscape ",rh,,Mon Jun 25 00:00:00 CDT 2007,Tue Dec 10 00:00:00 CST 2019,"E fasteners/rehouse
D humid./flatten",,,,y,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13707,FG,Fehr and Granger collection,Taylor Independent School District. Taylor High School.,892,State Highway 95,Taylor,Williamson,Texas,United States,Texas--Taylor,Fehr and Granger,,Taylor Independent School District,,"Original tube number: 892 S/M and 892 ARCH. Date: January 31and July 24, 1968.",,,,FGr054; FGr128,1968,1968,sepias (use barrier sheets),"drawings
specifications","architectural/measured
mechanical/plumbing/HVAC
structural
electrical
site/landscape ",rh,,Mon Jun 25 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,20060362007016.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13708,FG,Fehr and Granger collection,Texas Lutheran College. Men’s Dormitory.,638,Fritz Street,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Texas Lutheran College,,"Original tube number: 638. Date: November 30, 1956. Penciled notes also list Job 637, Kraushaar Hall.",,,,FGr057,1956,1956,trace paper,"drawings
specifications","architectural/measured
structural
electrical
mechanical/plumbing/HVAC",rh,,Mon Jun 25 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,tracing paper,,,,,,aat,,,,,,0,,,,,
13709,FG,Fehr and Granger collection,Church of the Epiphany.,607,Wood Street at Lamon Street,Burnet,Burnet,Texas,United States,Texas--Burnet,Fehr and Granger,,,,"Original tube number: 607 WD. Date: February 1957, January 25, 1958, May 11, 1959 (A/C), June 28, 1963 (baptismal bowl table). Rendering in flat file.",,,Room 3,FGr058,1957,1957,linens,"drawings
specifications","architectural/measured
structural
site/landscape ",rh,,Mon Jun 25 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,tracing cloth,,,,,,aat,,,,,,0,,,,,
13710,FG,Fehr and Granger collection,Victoria Independent School District. Victoria Junior High School.,482,Azalea Street at Loma Vista Avenue,Victoria,Victoria,Texas,United States,Texas--Victoria,Fehr and Granger,,Victoria Independent School District,,"Original tube number: 482 WD (Structural and mechanical). Date: December 10 and 15, 1952.",,,,FGr059,1952,1952,sepias (use barrier sheets),"drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
electrical",rh,,Tue Jun 26 00:00:00 CDT 2007,,"E fasteners/rehouse
One sheet has small area with adhesive tape.",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13711,FG,Fehr and Granger collection,Saint Stephen’s Episcopal Church. Parish Hall.,644,Delaware Street,Beaumont,Jefferson,Texas,United States,Texas--Beaumont,Fehr and Granger,,Saint Stephen’s Episcopal Church,,"Original tube number: 644 WD. Date: April 18, 1958.",,,,FGr061,1958,1958,sepias (use barrier sheets),"drawings
specifications","architectural/measured
electrical
industrial design/furniture
structural
mechanical/plumbing/HVAC
site/landscape ",rh,,Tue Jun 26 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13712,FG,Fehr and Granger collection,University of Texas.  Physics Building. Additions and alterations.,634,24th Street at Campus Drive,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,Mark Lemmon,University of Texas,,"Original tube number: 632. Date: January 14, 1959. Drawings are labeled “LE 1” through “LE 10” and include floor plans, elevations and electrical fittings. Project lists project number as 634.",,,,FGr062.1; FGr062.2,1959,1959,sepias (use barrier sheets),drawings,"architectural/measured
site/landscape 
electrical",rh,,Tue Jun 26 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13713,FG,Fehr and Granger collection,Texas Lutheran College. Stage for outdoor devotions.,694,,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Texas Lutheran College,,"Original tube number: 694. Date: January 12, 1959 and March 16, 1960.",,,,FGr060,1959,1959,,drawings,"architectural/measured
electrical
industrial design/furniture",rh,,Tue Jun 26 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13714,FG,Fehr and Granger collection,Texas Highway Department warehouse and shop.,691,Hickey Street at Tosik St.,Yoakum,Yoakum,Texas,United States,Texas--Yoakum,Fehr and Granger,,Texas Highway Department,,"Original tube number: 691 WD. Date: May 21, 1959.",,,,FGr063,1959,1959,,drawings,"architectural/measured
electrical
industrial design/furniture",rh,,Tue Jun 26 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13715,FG,Fehr and Granger collection,University of Texas. Power Plant. Addition.,652,Duval at East 24th Street,Austin,Travis,Texas,United States,Texas--Austin,Herbert M. Greene Company,,University of Texas,,"Original tube number: 652. Date: December 28, 1926.",,,,FGr064,1926,1926,,"drawings
specifications","structural
site/landscape 
architectural/measured",rh,,Wed Jun 27 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13716,FG,Fehr and Granger collection,Seguin Independent School District. Ball High School. Gymnasium.,612,West San Antonio Avenue,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Seguin Independent School District,,"Original tube number: 612 WD. Date: July 9, 1956. Rendering in flat file.",,,Room 3,FGr065,1956,1956,sepias (use barrier sheets),drawings,"structural
mechanical/plumbing/HVAC
electrical
architectural/measured",rh,,Wed Jun 27 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13717,FG,Fehr and Granger collection,Palestine Savings and Loan Association building.,768,Main Street at Avenue A,Palestine,Anderson,Texas,United States,Texas--Palestine,Fehr and Granger,,Palestine Savings and Loan Association,,"Original tube number: 768 WD. Date: March 29, 1963",,,,FGr066,1963,1963,sepias (use barrier sheets),"drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape ",rh,,Wed Jun 27 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13718,FG,Fehr and Granger collection,Lutherhill cabin.,705,,La Grange,Fayette,Texas,United States,Texas--La Grange,Fehr and Granger,"Herb Skogland, ASLA",United Lutheran Church in America (La Grange),,"Original tube number: 705 WD. Date: May 1, 1959.  Pumphouse: March 21, 1960. Bath house: March 21 and December 21, 1961 (Bath house is job number 747). Master plan for Lutherhill dated April 1959 by Herb Skogland, ASLA.",,,,FGr067,1959,1959,"charcoals
trace paper
sepias (use barrier sheets)",drawings,"architectural/measured
site/landscape 
design/studies and sketches",rh,,Wed Jun 27 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,charcoal pencils,tracing paper,sepia prints,,,,aat,aat,aat,,,,0,0,0,,,
13719,FG,Fehr and Granger collection,Wright residence.,295,,Brownwood,Brown,Texas,United States,Texas--Brownwood,Fehr and Granger,,"Wright, Burrows (Mr. and Mrs.)",,Original tube number: 295 WD. Date: No date found on drawings. Drawings say residence is “near Brownwood.”,,,,FGr068,undated,undated,,"drawings
specifications","architectural/measured
structural",rh,,Wed Jun 27 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13720,FG,Fehr and Granger collection,Eckert residence. Remodeling.,425,,Fredericksburg,Gillespie,Texas,United States,Texas--Fredericksburg,Fehr and Granger,,"Eckert, Kurt",,"Original tube number: 425 WD. Date: August 21, 1950. project list says “Eckhardt.”",,,,FGr069,1950,1950,,drawings,architectural/measured,rh,,Wed Jun 27 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13721,FG,Fehr and Granger collection,Simpson residence.,439,Carrol Drive at Cedar Crest Drive,Waco,McLennan,Texas,United States,Texas--Waco,Fehr and Granger,,"Simpson, Neill (Dr. and Mrs.)",,"Original tube number: 439 WD. Date: May 23, 1951.",,,,FGr070,1951,1951,,drawings,"architectural/measured
mechanical/plumbing/HVAC
electrical
includes interiors",rh,,Wed Jun 27 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13722,FG,Fehr and Granger collection,Gellman’s Department Store. Remodeling,632,,Taylor,Williamson,Texas,United States,Texas--Taylor,Fehr and Granger,,Gellman’s,,"Original tube number: 632 WD. Date: January 13, 1956.",,,,FGr071,1956,1956,,"drawings
specifications",architectural/measured,rh,,Wed Jun 27 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13723,FG,Fehr and Granger collection,Seguin Independent School district. Ball Elementary School.,491,Saunders Avenue,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Seguin Independent School District,,"Original tube number: 491 WD. Date: February 9, 1954. Transfer record from Austin History Center lists “Lizzie Burgess Elementary,” a name not present on drawings.",32.0,,FGf072 dr.19A,,1954,1954,"sepias (use barrier sheets)
paper
trace paper","drawings
specifications","structural
mechanical/plumbing/HVAC
electrical
architectural/measured",rh,,Wed Jun 27 00:00:00 CDT 2007,Tue Dec 10 00:00:00 CST 2019,"E fasteners/rehouse
A few instances of Scotch tape, still tacky.
D humid./flatten",,,,y,y,2006036.0,,sepia prints,Paper,tracing paper,,,,aat,gmgpc,aat,,,,0,0,0,,,
13724,FG,Fehr and Granger collection,Texas Lutheran College. Dining hall. Air conditioning. Kitchen heating.,681,,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Texas Lutheran College.,,"Original tube number: 681 WD. Date: April 22, 1959.",,,,FGr073,1959,1959,,drawings,electrical,rh,,Wed Jun 27 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13725,FG,Fehr and Granger collection,Wuest residence.,611,Wayside Drive at Linden,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,"Wuest, Harvey (Mr. and Mrs.)",,"Original tube number: 611 WD. Date: February 5and 7, March 19 and 31, 1958, June 11, 1958.",,,,FGr074,1958,1958,sepias (use barrier sheets),"drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
presentation",rh,,Mon Jul 02 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13726,FG,Fehr and Granger collection,University of Texas. Power Plant. Addition.,652,,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,University of Texas,,"Original tube number: 652 WD. Dates: July 26,  August 14, October 7, 1958, November 1,  December 15, 1958 and April 24, 1959.",,,,FGr075,1957,1957,"sepias (use barrier sheets)
trace paper",drawings,"architectural/measured
structural",rh,,Mon Jul 02 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,tracing paper,,,,,aat,aat,,,,,0,0,,,,
13727,FG,Fehr and Granger collection,Episcopal Diocesan Center. Administration building.,709,Torcido Drive at Patterson Ave.,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Fehr and Granger,,Episcopal Diocese of West Texas.,,"Original tube number: 709 WD. Date: January 30, 1961.",,,,FGr076,1961,1961,sepias (use barrier sheets),"drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
site/landscape 
presentation",rh,,Mon Jul 02 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13728,FG,Fehr and Granger collection,Seguin Independent School District. Seguin High School. Field house.,633,,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Seguin Independent School District,,"Original tube number: 633 P. Date: March 22, and April 17, 1956.",,,,FGr077,1956,1956,prints (ex. bluelines),drawings,"architectural/measured
site/landscape ",rh,,Mon Jul 02 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,reprographic copies,,,,,,aat,,,,,,0,,,,,
13729,FG,Fehr and Granger collection,Seguin Independent School District. Seguin High School. Athletic field.,633,,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Julian and White,,Seguin Independent School District.,,"Original tube number: 633 P. Date: May 17, 1954.",,,,FGr077,1954,1954,prints (ex. bluelines),drawings,"architectural/measured
site/landscape ",rh,,Mon Jul 02 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,reprographic copies,,,,,,aat,,,,,,0,,,,,
13730,FG,Fehr and Granger collection,Denton State School. Building 12.,,,Denton,Denton,Texas,United States,Texas--Denton,Harper and Kemp | architects,,Board for Texas State Hospitals and Special Schools,,"Original tube number: 784 P. Dates: May 11, 1959 and April 18, 1960.",,,,FGr078,1960,1960,"prints (ex. bluelines)
sepias (use barrier sheets)",drawings,architectural/measured,rh,,Mon Jul 02 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,reprographic copies,sepia prints,,,,,aat,aat,,,,,0,0,,,,
13731,FG,Fehr and Granger collection,Abilene State School nursing home. Proposed.,784,,Abilene,Taylor,Texas,United States,Texas--Abilene,Tittle and Luther,Fehr and Granger,Board for Texas State Hospitals and Special Schools,,"Original tube number: 784 P. Dates: February 20, March 3 and 7, and  April 26, 1962. Project number taken from project list provided by AHC.",,,,FGr078,1962,1962,trace paper,"drawings
specifications","architectural/measured
site/landscape ",rh,,Tue Jul 03 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,tracing paper,,,,,,aat,,,,,,0,,,,,
13732,FG,Fehr and Granger collection,St. James Lutheran Church.,750,,Lexington,Lee,Texas,United States,Texas--Lexington,Fehr and Granger,,,,"Original tube number: 750 WD. Dates: June 23, 1961; December 30, 1962; January 3, March 29, and April 12, 1963. Includes preliminary study of rectory for St. James Episcopal Church (E. 19th St., Austin, Texas) dated May 18, 1961.",,,,FGr079,1961-1963,1961-1963,"trace paper
sepias (use barrier sheets)","drawings
specifications","architectural/measured
mechanical/plumbing/HVAC
presentation
electrical",rh,,Tue Jul 03 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,tracing paper,sepia prints,,,,,aat,aat,,,,,0,0,,,,
13733,FG,Fehr and Granger collection,Mitchell residence (unbuilt).,673,Lake Austin,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,"Mitchell, J. [Joe] B. (Mr. and Mrs.)",,"Original tube number: 673. Dates: June 8 and August 12, 1958.",,,,FGr080,1958,1958,"trace paper
sepias (use barrier sheets)",drawings,"architectural/measured
mechanical/plumbing/HVAC
electrical
site/landscape ",rh,,Tue Jul 03 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,tracing paper,sepia prints,,,,,aat,aat,,,,,0,0,,,,
13734,FG,Fehr and Granger collection,Baber optometrist office.,470,,Wichita Falls,Wichita,Texas,United States,Texas--Wichita Falls,Fehr and Granger,Ralph L. Stirman,"Baber, W.A. and W.R. (Drs.)",,"Original tube number: 470 WD. Date: April 7, 1952.",,,,FGr081,1952,1952,,drawings,architectural/measured,rh,,Mon Jul 09 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13735,FG,Fehr and Granger collection,Petroleum Building. Studies.,,,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,,,Original tube number: none. Date: September 1954.,,,,FGr082,1954,1954,"sepias (use barrier sheets)
watercolors/pastels",drawings,"architectural/measured
site/landscape 
design/studies and sketches",rh,,Mon Jul 09 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,watercolors (paintings),pastels (visual works),,,,aat,aat,local,,,,0,0,0,,,
13736,FG,Fehr and Granger collection,Texas Lutheran College. Men’s dormitory.,742,,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Texas Lutheran College,,"Original tube number: 742. Date: August 28, 1961. Deacquisition record from the Austin History Center calls the project Hahn Hall.",,,,FGr083,1961,1961,sepias (use barrier sheets),"drawings
specifications","architectural/measured
site/landscape 
structural
mechanical/plumbing/HVAC
electrical",rh,,Mon Jul 09 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13737,FG,Fehr and Granger collection,St. Thomas Episcopal Church.,621,,Wharton,Wharton,Texas,United States,Texas--Wharton,Fehr and Granger,,,,"Original tube number: 621 P. Date: March 5, 1956. Drawings are not measured. Letter dated December 29, 1955 from Cathedral Church of St. John the Devine in New York City lists proposed changes to sancturary, etc.",,,,FGr084,1956,1956,"sepias (use barrier sheets)
trace paper","drawings
correspondence","preliminary
design/studies and sketches
architectural/measured",rh,,Mon Jul 09 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,tracing paper,,,,,aat,aat,,,,,0,0,,,,
13738,FG,Fehr and Granger collection,Texas Lutheran College. Women’s dormitory. Third Unit.,743,,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Texas Lutheran College,,"Original tube number: 743 WD. Dates: September 18,19 and October 10, 1961. Adjacent to Trinity Hall. Deacquisition record from Austin History Center lists the name as Baldus Hall.",,,,FGr085,1961,1961,sepias (use barrier sheets),"drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape ",rh,,Mon Jul 09 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13739,FG,Fehr and Granger collection,Sagebiels’ Home and Auto Store and Service Station.,518,West Court St. and North Travis Street,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Sagebiel,,"Original tube number: 518 WD. Dates: April 7, September 26, 27, October 20,  November 3-12, and December 9, 1955.",,,,FGr086,1955,1955,"sepias (use barrier sheets)
trace paper","drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape ",rh,,Mon Jul 09 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,tracing paper,,,,,aat,aat,,,,,0,0,,,,
13740,FG,Fehr and Granger collection,"State Bank and Trust Company (San Marcos, Tex.).",757,Guadalupe at Hutchinson Street,San Marcos,Hays,Texas,United States,Texas--San Marcos,Fehr and Granger,,,,"Original tube number: 757 WD. Date: April, 16, and October 16, 1962. Rendering in flat file.",,,FGf087 dr.19B,,1962,1962,"sepias (use barrier sheets)
mylar
linens","drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
presentation",rh,,Mon Jul 09 00:00:00 CDT 2007,Tue Dec 10 00:00:00 CST 2019,"E fasteners/rehouse
D humid./flatten",,,,y,y,2006036.0,,sepia prints,plastic drafting film,tracing cloth,,,,aat,aat,aat,,,,0,0,0,,,
13741,FG,Fehr and Granger collection,Texas Highway Department. District Headquarters. Warehouse and shop.,691,Hickey Street at Torik St.,Yoakum,Yoakum,Texas,United States,Texas--Yoakum,Fehr and Granger,,Texas Highway Department,,"Original tube number: 691 WD. Date: May 21, 1959.",,,,FGr091,1959,1959,mylar,drawings,"architectural/measured
site/landscape ",rh,,Tue Jul 10 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,plastic drafting film,,,,,,aat,,,,,,0,,,,,
13742,FG,Fehr and Granger collection,Pratt residence (unbuilt).,597,Near Willow Pond Rd. at Beach Rd.,Center Island,Nassau,New York,United States,New York (State)--Center Island,Fehr and Granger,,"Pratt, Houston W. (Dr. and Mrs.)",,"Original tube number: none. Deacquisition record from the Austin History Center indicates “FG 597(2).” Dates: September 6, 20-21, 1956, and May 9, 1957. The proposed site is at Center Island by Oyster Bay Harbor on Long Island, New York. Noteworthy proposed residence. Large number of preliminary drawings and freehand sketches. One of the several preliminary plans indicates 7,000 sq. ft. and shows “notes given to George on August 15, 1956 by Houston Pratt during visit to Austin.”",,,FGf089 dr.19B,,1956,1956,"trace paper
sepias (use barrier sheets)",drawings,"architectural/measured
site/landscape 
presentation
design/studies and sketches
includes interiors",rh,,Tue Jul 10 00:00:00 CDT 2007,Tue Dec 10 00:00:00 CST 2019,"E fasteners/rehouse
Adhesives fasten trace paper to one sepia drawing.
D humid./flatten",,,,y,y,2006036.0,,tracing paper,sepia prints,,,,,aat,aat,,,,,0,0,,,,
13743,FG,Fehr and Granger collection,Victoria Independent School District. Junior high school.,482,Azalea St. at Loma Vista,Victoria,Victoria,Texas,United States,Texas--Victoria,Fehr and Granger,,Victoria Independent School District,,"Original tube number: 482 WD. Date: December 15, 1952, March 13, and April 24, 1953.
formerly FGr090",,,FGf090 dr.19A,,1952,1952,sepias (use barrier sheets),"drawings
specifications","architectural/measured
structural",rh,,Tue Jul 10 00:00:00 CDT 2007,Tue Dec 10 00:00:00 CST 2019,"E fasteners/rehouse
D humid./flatten",,,,y,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13744,FG,Fehr and Granger collection,University of Texas. Physics Building. Additions and alterations.,634,,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,Mark Lemmon,University of Texas,,"Original tube number: 634 B. Date: January 14, 1959.",,,,FGr092,1959,1959,sepias (use barrier sheets),drawings,"architectural/measured
structural",rh,,Tue Jul 10 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13745,FG,Fehr and Granger collection,Wharton County Junior College. Hutchins Memorial Student Union.,543,Pioneer Avenue,Wharton,Wharton,Texas,United States,Texas--Wharton,Fehr and Granger,,Wharton County Junior College,,"Original tube number: 543 WD. Date: February 15, 1955.",,,,FGr088,1955,1955,sepias (use barrier sheets),"drawings
specifications","mechanical/plumbing/HVAC
architectural/measured
structural
site/landscape 
electrical",rh,,Tue Jul 10 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13746,FG,Fehr and Granger collection,Southwestern Bell Telephone Company. Evergreen No. 5 X-Bar building.,780?,,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,Southwestern Bell Telephone Company,,"Original tube number: 733 WD. Dates: April 24 and July 12, 1962. The two sepia drawings were paper clipped together. Found with Dial Office Building drawings.",,,,FGr093,1962,1962,sepias (use barrier sheets),drawings,,rh,,Tue Jul 10 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13747,FG,Fehr and Granger collection,Southwestern Bell Telephone Company. Dial office building.,,Water Street,Bastrop,Bastrop,Texas,United States,Texas--Bastrop,C. E. Overbeck,,Southwestern Bell Telephone Company,,"Original tube number: 733 WD. Dates: September 1, 1944; June 12, 1950; March 28, 1951; January 18 and July 15, 1954.  Standard building detail drawings supplied by SWBT in connection with Dial Office Building.",,,,FGr093,1944,1944,prints (ex. bluelines),drawings,other (see notes),rh,,Tue Jul 10 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,reprographic copies,,,,,,aat,,,,,,0,,,,,
13748,FG,Fehr and Granger collection,All Saints’ Episcopal School.,649,Delaware Street,Beaumont,Jefferson,Texas,United States,Texas--Beaumont,Fehr and Granger,,,,"Original tube number: 649 WD. Date: April 4, 1958.",,,,FGr094,1958,1958,sepias (use barrier sheets),drawings,"architectural/measured
electrical
structural
mechanical/plumbing/HVAC
site/landscape ",rh,,Wed Jul 11 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
