unique ID,Project name,Place name[1],Place name[2],Place name[3],project_name_flag
9518,"Mr. Albert West, Jr. apartment building (two story).","Mr.Albert West, Jr. apartmentbuilding (two story).","Albert West, Jr. apartmentbuilding (two story)",Mr,0
9519,"Municipal Auditorium (San Antonio, Tex.).","Municipal Auditorium (San Antonio, Tex",,,0
9520,"Municipal Auditorium (San Antonio, Tex.).","Municipal Auditorium (San Antonio, Tex",,,0
9521,"Municipal Auditorium (San Antonio, Tex.).","Municipal Auditorium (San Antonio, Tex",,,0
9522,"Municipal Auditorium (San Antonio, Tex.).","Municipal Auditorium (San Antonio, Tex",,,0
9523,"Municipal Auditorium (San Antonio, Tex.).","Municipal Auditorium (San Antonio, Tex",,,0
9524,"National Bank of Commerce (San Antonio, Tex.).","National Bank of Commerce (San Antonio, Tex",,,0
9525,"National Bank of Commerce (San Antonio, Tex.).","National Bank of Commerce (San Antonio, Tex",,,0
9526,"National Bank of Commerce (San Antonio, Tex.). Motor Bank.","National Bank of Commerce (San Antonio, Tex.). MotorBank.",). MotorBank,"National Bank of Commerce (San Antonio, Tex",0
9527,"National Bank of Commerce (San Antonio, Tex.). Office space.","National Bank of Commerce (San Antonio, Tex.).Office space.",).Office space,"National Bank of Commerce (San Antonio, Tex",0
9528,Navarro St. at Commerce St. building plans.,Navarro St.at Commerce St.building plans.,at Commerce St.building plans,Navarro St,0
9529,Navarro-Travis Corporation parking garage and office building.,Navarro-Travis Corporation parking garage and office building,,,0
9530,Neisner Bros. Inc. store building no. 120.,Neisner Bros.Inc. storebuilding no.,Inc. storebuilding no,Neisner Bros,0
9531,New fire zone map for San Antonio.,New fire zone map for San Antonio,,,0
9532,New Senior high school for the San Antonio Independent School District. (Thomas Jefferson High School).,New Senior high school for the San Antonio Independent School District.(Thomas Jefferson HighSchool).,(Thomas Jefferson HighSchool),New Senior high school for the San Antonio Independent School District,0
9533,Nicholson and Furnist residence.,Nicholson and Furnist residence,,,0
9534,Nicholson residence.,Nicholson residence,,,0
9535,Nix Professional Building. Additions and alterations.,Nix Professional Building,,,0
9536,Norhtwest Junior High School.,Norhtwest Junior High School,,,0
9537,North Side Branch Public Library (San Pedro Park Library).,North Side Branch Public Library (San Pedro Park Library),,,0
9538,Northside Junior High School.,Northside Junior High School,,,0
9539,Norvel Chittim residence. Additions.,Norvel Chittim residence,,,0
9540,Norvel Chittim residence. Additions.,Norvel Chittim residence,,,0
9541,Norvel Chittim residence. Additions.,Norvel Chittim residence,,,0
9542,Norvel Chittim residence. Additions.,Norvel Chittim residence,,,0
9543,Oak Hills Bowling Lanes buildings.,Oak Hills Bowling Lanes buildings,,,0
9544,Oak Hills Country Club building.,Oak Hills Country Club building,,,0
9545,Oak Hills Country Club building.,Oak Hills Country Club building,,,0
9546,Oak Hills Country Club building.,Oak Hills Country Club building,,,0
9547,Office building and parking garage.,Office building and parking garage,,,0
9548,Old Tasselfoot Village Unit 1 residence.,Old Tasselfoot Village Unit 1 residence,,,0
9549,One story modified English style residence.,One story modified English style residence,,,0
9550,Oscar Brunner residence (one story).,Oscar Brunner residence (one story),,,0
9551,Oscar J. Brunner residence. Remodeling.,Oscar J.Brunnerresidence.,Brunnerresidence,Oscar J,0
9552,P.H. Swearingen residence (two story).,P.H. Swearingenresidence (two story).,H. Swearingenresidence (two story),P,0
9553,P.L. Mannen residence.,P.L. Mannenresidence.,L. Mannenresidence,P,0
9554,P.R. Rutherford ranch house.,P.R. Rutherford ranchhouse.,R. Rutherford ranchhouse,P,0
9555,P.W. Timberlake residence.,P.W. Timberlakeresidence.,W. Timberlakeresidence,P,0
9556,Pan-American Inc. restaurant.,Pan-American Inc.restaurant.,restaurant,Pan-American Inc,0
9557,Pan-American Inc. restaurant.,Pan-American Inc.restaurant.,restaurant,Pan-American Inc,0
9558,Parknorth Office Building. Lea office.,Parknorth Office Building.Leaoffice.,Leaoffice,Parknorth Office Building,0
9559,Pedestrian bridge for City of San Antonio.,Pedestrian bridge for City of San Antonio,,,0
9560,Pendleton residence,,,,1
9561,Pete Kennedy residence.,Pete Kennedy residence,,,0
9562,Petroleum Center. Parking garage. Proposed.,Petroleum Center.Parkinggarage.,Parkinggarage,Petroleum Center,0
9563,Plaza Hotel. (Hilton Hotel) Annex.,Plaza Hotel.(HiltonHotel) Annex.,(HiltonHotel) Annex,Plaza Hotel,0
9564,Porter Loring Mortuary. Additions and alterations.,Porter Loring Mortuary,,,0
9565,Vance residence.,Vance residence,,,0
9566,"Produce truck sheds (San Antonio, Tex.).","Produce truck sheds (San Antonio, Tex",,,0
9567,Proposed 10 story apartment building.,Proposed 10 story apartment building,,,0
9568,Proposed apartment building.,Proposed apartment building,,,0
9569,R.L. White Co. office building.,R.L. White Co. officebuilding.,L. White Co. officebuilding,R,0
9570,[R.L. White Co. parking garage. Proposed.],[R.L. White Co. parkinggarage.,L. White Co. parkinggarage,[R,0
9571,Randolph Field. Post Exchange.,Randolph Field,,,0
9572,Refugio County Courthouse.,Refugio County Courthouse,,,0
9573,Robert Ayres beach cottage.,Robert Ayres beach cottage,,,0
9574,Robert Ayres residence.,Robert Ayres residence,,,0
9575,Robert D. Goodrich residence.,Robert D.Goodrichresidence.,Goodrichresidence,Robert D,0
9576,Robert D. Goodrich residence.,Robert D.Goodrichresidence.,Goodrichresidence,Robert D,0
9577,Robert M. Ayres residence.,Robert M.Ayresresidence.,Ayresresidence,Robert M,0
9578,Robert M. Ayres residence.,Robert M.Ayresresidence.,Ayresresidence,Robert M,0
9579,"Robert M. Ayres, Jr. residence (Blackstock). Kitchen renovation.","Robert M.Ayres, Jr.residence (Blackstock).","Ayres, Jr.residence (Blackstock)",Robert M,0
9580,Robindale Hills and Community Center.,Robindale Hills and Community Center,,,0
9581,Rosa Verde Motor lodge. Proposed.,Rosa Verde Motor lodge,,,0
9582,Roy Hearne residence,,,,1
9583,Roy Hearne stable.,Roy Hearne stable,,,0
9584,Royston Nave Memorial.,Royston Nave Memorial,,,0
9585,Ruben Salazar residence.,Ruben Salazar residence,,,0
9586,S. Halff building.,S.Halffbuilding.,Halffbuilding,S,0
9587,S. Halff building.,S.Halffbuilding.,Halffbuilding,S,0
9588,Thompson residence.,Thompson residence,,,0
9589,S.G. Meloy residence. Addition.,S.G. Meloyresidence.,G. Meloyresidence,S,0
9590,S.G. Nelson office and warehouse.,S.G. Nelson office andwarehouse.,G. Nelson office andwarehouse,S,0
9591,S.G. Nelson residence (two story).,S.G. Nelsonresidence (two story).,G. Nelsonresidence (two story),S,0
9592,S.G. Nelson residence. Garage and servants quarters.,S.G. Nelson residence. Garage and servantsquarters.,G. Nelson residence. Garage and servantsquarters,S,0
9593,S.G. Nelson residence. Guest house.,S.G. Nelson residence. Guesthouse.,G. Nelson residence. Guesthouse,S,0
9594,S.L. Kone residence. Alterations.,S.L. Koneresidence.,L. Koneresidence,S,0
9595,S.L. Kone residence. Alterations.,S.L. Koneresidence.,L. Koneresidence,S,0
9596,"Saint Peter's Episcopal Church (Kerrville, Tex.).","Saint Peter's Episcopal Church (Kerrville, Tex",,,0
9597,Saint Phillips College swimming pool and foyer. Addition.,Saint Phillips College swimming pool and foyer,,,0
9598,"Saint Thomas Episcopal Church (Bexar County, Tex.).","Saint Thomas Episcopal Church (Bexar County, Tex",,,0
9599,"Salvation Army building (San Antonio, Tex.).","Salvation Army building (San Antonio, Tex",,,0
9600,Salvation Army Building.,Salvation Army Building,,,0
9601,Sam Roberts residence.,Sam Roberts residence,,,0
9602,San Antonio Athletic Club building. Proposed.,San Antonio Athletic Club building,,,0
9603,San Antonio Buick Company shop building (one story).,San Antonio Buick Company shop building (one story),,,0
9604,"San Antonio City Blocks 180, 410 and 411.  Plat.","San Antonio City Blocks 180, 410 and 411",,,0
9605,"San Antonio City Blocks 430, 18, lots 5 and 6 plat.","San Antonio City Blocks 430, 18, lots 5 and 6 plat",,,0
9606,San Antonio Country Club. Basement. Remodeling.,San Antonio Country Club,,,0
9607,San Antonio Daily Light Building.,San Antonio Daily Light Building,,,0
9608,San Antonio I.S.D. Herman Hirsch Elementary School.,San Antonio I.S.D. Herman Hirsch ElementarySchool.,S.D. Herman Hirsch ElementarySchool,San Antonio I,0
9609,San Antonio I.S.D. Thomas Jefferson High School. Additions.,San Antonio I.S.D. Thomas Jefferson HighSchool.,S.D. Thomas Jefferson HighSchool,San Antonio I,0
9610,San Antonio I.S.D. Thomas Jefferson High School. Additions.,San Antonio I.S.D. Thomas Jefferson HighSchool.,S.D. Thomas Jefferson HighSchool,San Antonio I,0
9611,San Antonio I.S.D. Thomas Jefferson High School. Additions.,San Antonio I.S.D. Thomas Jefferson HighSchool.,S.D. Thomas Jefferson HighSchool,San Antonio I,0
9612,San Antonio I.S.D. Thomas Jefferson High School. Additions.,San Antonio I.S.D. Thomas Jefferson HighSchool.,S.D. Thomas Jefferson HighSchool,San Antonio I,0
9613,San Antonio International Airport.,San Antonio International Airport,,,0
9614,San Antonio International Airport.  Additions and alterations to the terminal building.,San Antonio International Airport.Additions and alterations to the terminalbuilding.,Additions and alterations to the terminalbuilding,San Antonio International Airport,0
9615,San Antonio International Airport.Terminal,San Antonio International Airport,,,0
9616,San Antonio International Airport. Airtel. Proposed.,San Antonio International Airport,,,0
9617,San Antonio Loan and Trust Company’s Building.,San Antonio Loan and Trust Company’s Building,,,0
9618,San Antonio Public Service Board laboratory and shops building.,San Antonio Public Service Board laboratory and shops building,,,0
9619,San Antonio Public Service Co. office building.,San Antonio Public Service Co.officebuilding.,officebuilding,San Antonio Public Service Co,0
9620,San Antonio Public Service Co. office building.,San Antonio Public Service Co.officebuilding.,officebuilding,San Antonio Public Service Co,0
9621,San Antonio Public Service Co. office building.,San Antonio Public Service Co.officebuilding.,officebuilding,San Antonio Public Service Co,0
9622,San Antonio Public Service Co. office building.,San Antonio Public Service Co.officebuilding.,officebuilding,San Antonio Public Service Co,0
9623,San Antonio Public Service Co. office building.,San Antonio Public Service Co.officebuilding.,officebuilding,San Antonio Public Service Co,0
9624,San Antonio Public Service Company Office Building.,San Antonio Public Service Company Office Building,,,0
9625,San Antonio Public Service Company Office Building.  Additions,San Antonio Public Service Company Office Building,,,0
9626,San Antonio Public Service Company Office Building.  Basement and first floor show windows. Alterations.,San Antonio Public Service Company Office Building.Basement and firstfloor show windows.,Basement and firstfloor show windows,San Antonio Public Service Company Office Building,0
9627,San Antonio Public Service Company Office Building.  Basement and first floor show windows. Remodeling,San Antonio Public Service Company Office Building.Basement and firstfloor show windows.,Basement and firstfloor show windows,San Antonio Public Service Company Office Building,0
9628,San Antonio Public Service Company Office Building. First floor. Remodeling.,San Antonio Public Service Company Office Building.Firstfloor.,Firstfloor,San Antonio Public Service Company Office Building,0
9629,San Antonio Public Service Company Office Building. First floor. Remodeling.,San Antonio Public Service Company Office Building.Firstfloor.,Firstfloor,San Antonio Public Service Company Office Building,0
9630,San Antonio Public Service Company Office Building. Miscellaneous.,San Antonio Public Service Company Office Building,,,0
9631,San Antonio State Hospital for Mental Tuberculosis Patients. Recieving and treatment buildings.,San Antonio State Hospital for Mental Tuberculosis Patients.Recieving and treatmentbuildings.,Recieving and treatmentbuildings,San Antonio State Hospital for Mental Tuberculosis Patients,0
9632,San Antonio Transit Company Complex. Maintenance shop and service buildings.,San Antonio Transit Company Complex.Maintenance shop and servicebuildings.,Maintenance shop and servicebuildings,San Antonio Transit Company Complex,0
9633,San Antonio Transit Company Complex. Maintenance shop and service buildings.,San Antonio Transit Company Complex.Maintenance shop and servicebuildings.,Maintenance shop and servicebuildings,San Antonio Transit Company Complex,0
9634,"San Antonio Water Board warehouse, shops and storage.","San Antonio Water Board warehouse, shops and storage",,,0
9635,"San Antonio Water Board warehouse, shops and storage.","San Antonio Water Board warehouse, shops and storage",,,0
9636,San Antonio Zoological Society Aquarium.,San Antonio Zoological Society Aquarium,,,0
9637,San Francisco Theatre Guild,,,,1
9638,San Pedro Arms.,San Pedro Arms,,,0
9639,"San Pedro Park Library (San Antonio, Tex.).","San Pedro Park Library (San Antonio, Tex",,,0
9640,San Pedro Pool. Suggested design.,San Pedro Pool,,,0
9641,San Pedro Rental Housing Project. Proposed.,San Pedro Rental Housing Project,,,0
9642,Santa Rosa Infirmary. Additions and alterations.,Santa Rosa Infirmary,,,0
9643,Santa Rosa Infirmary. Additions and alterations.,Santa Rosa Infirmary,,,0
9644,Savoy Hotel.,Savoy Hotel,,,0
9645,Schultz Mercantile Company store building. Additions and alterations.,Schultz Mercantile Company store building,,,0
9646,Scobey Cold Storage Company building.,Scobey Cold Storage Company building,,,0
9647,Scobey Cold Storage Company building.,Scobey Cold Storage Company building,,,0
9648,Scobey Cold Storage Company building.,Scobey Cold Storage Company building,,,0
9649,Scobey Cold Storage Company building.,Scobey Cold Storage Company building,,,0
9650,Scobey Cold Storage Company building.,Scobey Cold Storage Company building,,,0
9651,Sidney Lanier High School. Annex and gymnasium,Sidney Lanier High School,,,0
9652,Sidney Lanier High School. Annex and gymnasium.,Sidney Lanier High School.Annex andgymnasium.,Annex andgymnasium,Sidney Lanier High School,0
9653,Singer Ranch headquarters residence.,Singer Ranch headquarters residence,,,0
9654,Singer Ranch. Ranch foreman’s house at headquarters residence.,Singer Ranch.Ranch foreman’s house at headquartersresidence.,Ranch foreman’s house at headquartersresidence,Singer Ranch,0
9655,Sketches for proposed apartment.,Sketches for proposed apartment,,,0
9656,Small Spanish residence.,Small Spanish residence,,,0
9657,Smith Bros. Development Hotel.,Smith Bros.DevelopmentHotel.,DevelopmentHotel,Smith Bros,0
9658,Smith Brothers Development Co. store building.,Smith Brothers Development Co.storebuilding.,storebuilding,Smith Brothers Development Co,0
9659,"Smith Brothers Properties, Inc. store and office building (Smith - Young Tower - transit tower).","Smith Brothers Properties, Inc.store and office building (Smith - Young Tower - transittower).",store and office building (Smith - Young Tower - transittower),"Smith Brothers Properties, Inc",0
9660,"Smith Brothers Properties, Inc. store and office building (Smith - Young Tower - transit tower). Parking garage.","Smith Brothers Properties, Inc.store and office building (Smith - Young Tower - transit tower). Parkinggarage.",store and office building (Smith - Young Tower - transit tower). Parkinggarage,"Smith Brothers Properties, Inc",0
9661,Smith Brothers Properties. Federal Reserve Bank Building. Proposed Site plat of survey.,Smith Brothers Properties.Federal Reserve BankBuilding.,Federal Reserve BankBuilding,Smith Brothers Properties,0
9662,Smith Brothers Properties. Topographic plats of city blocks 118 and 986.,Smith Brothers Properties,,,0
9663,South Texas Building (Wenger Building). Remodeling.,South Texas Building (Wenger Building),,,0
9664,South Texas Building (Wenger Building). Sommers Drug Store. No. 1.,South Texas Building (Wenger Building).Sommers DrugStore.,Sommers DrugStore,South Texas Building (Wenger Building),0
9665,Southwest Research Institute.  Mechanical Science Building. Proposed remodeling.,Southwest Research Institute.Mechanical ScienceBuilding.,Mechanical ScienceBuilding,Southwest Research Institute,0
9666,Southwest Research Institute.  Mechanical Science Building. Addition.,Southwest Research Institute.Mechanical ScienceBuilding.,Mechanical ScienceBuilding,Southwest Research Institute,0
9667,Southwest Research Institute.  Mechanical Sciences Building. Proposed.,Southwest Research Institute.Mechanical SciencesBuilding.,Mechanical SciencesBuilding,Southwest Research Institute,0
9668,Southwest Research Institute. Miscellaneous maps and surveys.,Southwest Research Institute,,,0
9669,Southwest Research Institute. Proposed.,Southwest Research Institute,,,0
9670,Southwest Research Institute. Office building 138. Parking plan.,Southwest Research Institute.Office building 138.Parking plan.,Office building 138.Parking plan,Southwest Research Institute,0
9671,Southwest Research Institute. Service center building.,Southwest Research Institute.Service centerbuilding.,Service centerbuilding,Southwest Research Institute,0
9672,Southwest Research Institute. Building 68 Electronic Assembly Facility. Addition.,Southwest Research Institute.Building 68 Electronic Assembly Facility.,Building 68 Electronic Assembly Facility,Southwest Research Institute,0
9673,Southwestern Insane Asylum. Receiving Ward.,Southwestern Insane Asylum.ReceivingWard.,ReceivingWard,Southwestern Insane Asylum,0
9674,Spencer A. Rowland residence. Additions and alterations.,Spencer A.Rowlandresidence.,Rowlandresidence,Spencer A,0
9675,Spires Buick Company building.,Spires Buick Company building,,,0
9676,Spires Buick Company building.,Spires Buick Company building,,,0
9677,Spires Buick Company building.,Spires Buick Company building,,,0
9678,Sr. Don Francisco G. Sada residence.,Sr.Don Francisco G. Sadaresidence.,Don Francisco G. Sadaresidence,Sr,0
9679,St. Anthony Hotel.,St. Anthony Hotel.,,,0
9680,St. Anthony Hotel.,St. Anthony Hotel.,,,0
9681,St. Anthony Hotel. Alterations and additions.,St. Anthony Hotel. Alterations and additions.,,,0
9682,St. Anthony Hotel. Alterations.,St. Anthony Hotel. Alterations.,,,0
9683,St. Anthony Hotel. Alterations.,St. Anthony Hotel. Alterations.,,,0
9684,St. Anthony Hotel. Ballroom. Remodeling.,St. Anthony Hotel. Ballroom. Remodeling.,,,0
9685,St. Anthony Hotel. Garage. Alterations. Proposed.,St. Anthony Hotel. Garage. Alterations. Proposed.,,,0
9686,St. Anthony Hotel. Layout for Sommers Drug Store and lease.,St. Anthony Hotel. Layout for Sommers Drug Store and lease.,,,0
9687,St. Anthony Hotel. Navarro Street entrance. Alterations.,St. Anthony Hotel. Navarro Street entrance. Alterations.,,,0
9688,St. Anthony Hotel. Navarro Street entrance. Alterations.,St. Anthony Hotel. Navarro Street entrance. Alterations.,,,0
9689,St. Anthony Hotel. Peraux room. Alterations.,St. Anthony Hotel. Peraux room. Alterations.,,,0
9690,"St. George's Episcopal Church (San Antonio, Tex.). Parish hall","St.George's EpiscopalChurch (San Antonio, Tex.","George's EpiscopalChurch (San Antonio, Tex",St,0
9691,St. Mary's Hall dormitory.,St. Mary's Hall dormitory.,,,0
9692,"State National Bank Building (Brownsville, Tex.).","State National Bank Building (Brownsville, Tex",,,0
9693,State office building (Sam Houston State Office Building).,State office building (Sam Houston State Office Building),,,0
9694,Straus-Frank Company Building. Office and warehouse building.,Straus-Frank Company Building.Office and warehousebuilding.,Office and warehousebuilding,Straus-Frank Company Building,0
9695,"Student art work, certificates and photographic prints (see finding aid).","Student art work, certificates and photographic prints (see finding aid)",,,0
9696,Randolph Field. Student Operations Building.,Randolph Field.Student OperationsBuilding.,Student OperationsBuilding,Randolph Field,0
9697,Suburban bank.,Suburban bank,,,0
9698,Sugarman Realty Co. store building.,Sugarman Realty Co.storebuilding.,storebuilding,Sugarman Realty Co,0
9699,Sugarman’s Store. Second Floor Addition.,Sugarman’s Store.SecondFloor Addition.,SecondFloor Addition,Sugarman’s Store,0
9700,"Sullivan Bank Building (San Antonio, Tex.). Addition and remodeling.","Sullivan Bank Building (San Antonio, Tex",,,0
9701,Surcamp residence and carriage house.,Surcamp residence and carriage house,,,0
9702,Swearington residence. Alterations.,Swearington residence,,,0
9703,T.E. Burns building.,T.E. Burnsbuilding.,E. Burnsbuilding,T,0
9704,T.P. Bernard residence.,T.P. Bernardresidence.,P. Bernardresidence,T,0
9705,Terrel Hills Plat.,Terrel Hills Plat,,,0
9706,"Terrell Hills Development Company houses ""A"" and ""B"".","Terrell Hills Development Company houses ""A"" and ""B""",,,0
9707,Texas Building. Remodeling.,Texas Building,,,0
9708,Texas Lutheran College. Classroom building.,Texas Lutheran College.Classroombuilding.,Classroombuilding,Texas Lutheran College,0
9709,Texas Lutheran College. Girl's Dormitory Building.,Texas Lutheran College.Girl's DormitoryBuilding.,Girl's DormitoryBuilding,Texas Lutheran College,0
9710,Texas Lutheran College. Library and Instruction Building.,Texas Lutheran College.Library and InstructionBuilding.,Library and InstructionBuilding,Texas Lutheran College,0
9711,Texas Lutheran College. Physical Education Building.,Texas Lutheran College.Physical EducationBuilding.,Physical EducationBuilding,Texas Lutheran College,0
9712,Texas Lutheran College. Weeber Hall. Addition and alterations.,Texas Lutheran College.WeeberHall.,WeeberHall,Texas Lutheran College,0
9713,Texas State Capitol Building. Remodeling.,Texas State Capitol Building,,,0
9714,Texas State Land Office Building.,Texas State Land Office Building,,,0
9715,Texas State School for the Blind Complex.,Texas State School for the Blind Complex,,,0
9716,Thomas E. Hogg residence.,Thomas E.Hoggresidence.,Hoggresidence,Thomas E,0
9717,Thomas Hogan Jr. residence.,Thomas Hogan Jr.residence.,residence,Thomas Hogan Jr,0
9718,Tobin Building. Additions and alterations.,Tobin Building,,,0
9719,Tom L. Powell office building.,Tom L.Powell officebuilding.,Powell officebuilding,Tom L,0
9720,Tom L. Powell office building.,Tom L.Powell officebuilding.,Powell officebuilding,Tom L,0
9721,Top O’ Town Apartments.,Top O’ Town Apartments,,,0
9722,Transit Tower. Storm Doors for Floor Plan.  Elevation.,Transit Tower.Storm Doors forFloor Plan.,Storm Doors forFloor Plan,Transit Tower,0
9723,Travis Park underground parking garage.,Travis Park underground parking garage,,,0
9724,Treatment of Stairway.,Treatment of Stairway,,,0
9725,U. Cazamias residence.,U.Cazamiasresidence.,Cazamiasresidence,U,0
9726,Unidentified Aerial photograph.,Unidentified Aerial photograph,,,0
9727,Unidentified Apartment Building.,Unidentified Apartment Building,,,0
9728,Unidentified fountain.,Unidentified fountain,,,0
9729,"Unidentified hotel (Alice, Tex.). Proposed.","Unidentified hotel (Alice, Tex",,,0
9730,"Unidentified hotel (Luling, Tex.). Proposed.","Unidentified hotel (Luling, Tex",,,0
9731,Unidentified mausoleum.,Unidentified mausoleum,,,0
9732,"Unidentified motel (Aransas Pass, Tex.). 30 unit. Proposed.","Unidentified motel (Aransas Pass, Tex",,,0
9733,"Unidentified motel (San Antonio, Tex.). Proposed.","Unidentified motel (San Antonio, Tex",,,0
9734,"Unidentified Office Building. First, second, and third floor plans. Street elevation views.","Unidentified Office Building.First, second, and third floor plans.Street elevation views.","First, second, and third floor plans.Street elevation views",Unidentified Office Building,0
9735,"Unidentified parking garage (San Antonio, Tex.).","Unidentified parking garage (San Antonio, Tex",,,0
9736,"Unidentified private dining club (San Antonio, Tex.). Proposed.","Unidentified private dining club (San Antonio, Tex",,,0
9737,Unidentified residence.,Unidentified residence,,,0
9738,"Unidentified shopping center (San Antonio, Tex.).  Proposed.","Unidentified shopping center (San Antonio, Tex",,,0
9739,Unidentified Spanish style tower.,Unidentified Spanish style tower,,,0
9740,United Services Automobile Association. Home Office Building.    USAA,United Services Automobile Association.Home OfficeBuilding.,Home OfficeBuilding,United Services Automobile Association,0
9741,United Services Automobile Association. Home Office Building. Additions and alterations.   USAA,United Services Automobile Association.Home OfficeBuilding.,Home OfficeBuilding,United Services Automobile Association,0
9742,United Services Automobile Association. Home Office Building.    USAA,United Services Automobile Association.Home OfficeBuilding.,Home OfficeBuilding,United Services Automobile Association,0
9743,United Services Automobile Association. Home office building.     USAA,United Services Automobile Association.Home officebuilding.,Home officebuilding,United Services Automobile Association,0
9744,United Services Automobile Association. Home office building.     USAA,United Services Automobile Association.Home officebuilding.,Home officebuilding,United Services Automobile Association,0
9745,United Services Automobile Association. Home office building.     USAA,United Services Automobile Association.Home officebuilding.,Home officebuilding,United Services Automobile Association,0
9746,United Services Automobile Association. Miscellaneous projects.  USAA,United Services Automobile Association,,,0
9747,United Services Automobile Association. Miscellaneous projects.  USAA,United Services Automobile Association,,,0
9748,United Services Automobile Association. Miscellaneous projects.  USAA,United Services Automobile Association,,,0
9749,United Services Automobile Association. Miscellaneous projects.   USAA,United Services Automobile Association,,,0
9750,United Services Automobile Association. Parking garage.             USAA,United Services Automobile Association.Parkinggarage.,Parkinggarage,United Services Automobile Association,0
9751,United Services Automobile Association. Proposed office building and parking structure and pedestrian bridge. USAA,United Services Automobile Association.Proposed office building andparking structure and pedestrian bridge.,Proposed office building andparking structure and pedestrian bridge,United Services Automobile Association,0
9752,United Services Automobile Association. Proposed revisions.         USAA,United Services Automobile Association,,,0
9753,United States Army. Fort Hood. Family housing.,United States Army.Fort Hood. Familyhousing.,Fort Hood. Familyhousing,United States Army,0
9754,"United States Post Office (San Antonio, Tex.).","United States Post Office (San Antonio, Tex",,,0
9755,University of Texas. Engineering Building. Gebauer,University of Texas.EngineeringBuilding.,EngineeringBuilding,University of Texas,0
9756,University of Texas. Law Building.,University of Texas.LawBuilding.,LawBuilding,University of Texas,0
9757,University of Texas. Pharmacy Building.,University of Texas.PharmacyBuilding.,PharmacyBuilding,University of Texas,0
9758,University of Texas. President's residence. Competition.,University of Texas.President'sresidence.,President'sresidence,University of Texas,0
9759,University of Texas. R.O.T.C. Building. ROTC,University of Texas.R.O.T.C.Building.,R.O.T.C.Building,University of Texas,0
9760,University of Texas. Women's Dormitory Building. (Carothers),University of Texas.Women's DormitoryBuilding.,Women's DormitoryBuilding,University of Texas,0
9761,Untitled drawings.,Untitled drawings,,,0
9762,Urschel residence. Additions.,Urschel residence,,,0
9763,Urschel residence. Illumination of tennis court.,Urschel residence,,,0
9764,Val Verde County Courthouse.,Val Verde County Courthouse,,,0
9765,Van Petty residence.,Van Petty residence,,,0
9766,Vance residence. Sketches.,Vance residence,,,0
9767,Vogue Store. Additions and alterations.,Vogue Store,,,0
9768,Vogue Store. Additions and alterations.,Vogue Store,,,0
9769,W.C. Clegg residence.,W.C. Cleggresidence.,C. Cleggresidence,W,0
9770,W.C. Clegg residence. Remodeling.,W.C. Cleggresidence.,C. Cleggresidence,W,0
9771,W.C. Clegg residence.,W.C. Cleggresidence.,C. Cleggresidence,W,0
9772,W.C. Mitchell residence.,W.C. Mitchellresidence.,C. Mitchellresidence,W,0
9773,W.C. Rigsby residence.,W.C. Rigsbyresidence.,C. Rigsbyresidence,W,0
9774,W.E. Simpson residence.,W.E. Simpsonresidence.,E. Simpsonresidence,W,0
9775,W.M. Abbey residence.,W.M. Abbeyresidence.,M. Abbeyresidence,W,0
9776,Wallace Newton residence.,Wallace Newton residence,,,0
9777,Walter Buzzini beach house.,Walter Buzzini beach house,,,0
9778,Walter Buzzini residence.,Walter Buzzini residence,,,0
9779,Walter Buzzini residence.,Walter Buzzini residence,,,0
9780,Walter Buzzini residence.,Walter Buzzini residence,,,0
9781,Bergstrom residence.,Bergstrom residence,,,0
9782,Ward W. Kelley residence.,Ward W.Kelleyresidence.,Kelleyresidence,Ward W,0
9783,"Water tank (Park Hill Estates, San Antonio, Tex.).","Water tank (Park Hill Estates, San Antonio, Tex",,,0
9784,Wedgewood Professional Building. Radiology Lab.,Wedgewood Professional Building.RadiologyLab.,RadiologyLab,Wedgewood Professional Building,0
9785,West Texas Military Academy.,West Texas Military Academy,,,0
9786,West Texas Military Academy. Chapel and swimming pool.,West Texas Military Academy.Chapel and swimmingpool.,Chapel and swimmingpool,West Texas Military Academy,0
9787,West Texas Military Academy. Proposed Swimming Pool and auditorium.,West Texas Military Academy.Proposed Swimming Pool andauditorium.,Proposed Swimming Pool andauditorium,West Texas Military Academy,0
9788,West Texas Military Academy. Swimming Pool.,West Texas Military Academy.SwimmingPool.,SwimmingPool,West Texas Military Academy,0
9789,"Western Union Building (San Antonio, Tex.).","Western Union Building (San Antonio, Tex",,,0
9790,"Westside State Bank (San Antonio, Tex.). Motor bank and parking area.","Westside State Bank (San Antonio, Tex.). Motor bank andparking area.",). Motor bank andparking area,"Westside State Bank (San Antonio, Tex",0
9791,Westwood Hills Development.,Westwood Hills Development,,,0
9792,Willard M. Berman residence.,Willard M.Bermanresidence.,Bermanresidence,Willard M,0
9793,William M. Wolff residence.,William M.Wolffresidence.,Wolffresidence,William M,0
9794,William M. Wolff residence.,William M.Wolffresidence.,Wolffresidence,William M,0
9795,William Negley residence.,William Negley residence,,,0
9796,William Negley residence.,William Negley residence,,,0
9797,William Wolff residence. Additions and alterations.,William Wolff residence,,,0
9798,William Wolff residence. Additions and alterations.,William Wolff residence,,,0
9799,Winerich Building.,Winerich Building,,,0
9800,Winerich Building.,Winerich Building,,,0
9801,Winerich residence.,Winerich residence,,,0
9802,Winter residence.,Winter residence,,,0
